lgn_mean,lgn_std,disr_score,noisy
0.60441923,0.30907157,0.10091847,0
1.0656375,0.91918087,-0.7576088,0
0.650723,0.3091299,-0.68847716,0
0.60353345,0.33272684,-0.064365864,0
0.45316458,0.2110708,-0.015700102,0
0.5260184,0.29389632,-0.0033710003,0
1.00633,0.6057653,-0.7193204,0
0.42380714,0.24307323,-0.013902545,0
1.0010258,0.46300668,-0.45107228,0
0.7334279,0.40734264,-0.4704151,0
1.1857394,1.09458,-1.0508401,0
0.97564566,0.63768566,-0.54821277,0
1.1339018,0.7651437,-1.1800034,0
0.65326816,0.3175659,-0.38506153,0
0.66874796,0.39756843,-0.77525705,0
1.0058239,0.507408,-0.5979169,0
0.95902264,0.6801385,-1.5001214,0
0.8314332,0.4326194,-0.5720959,0
0.5504111,0.35681608,-0.36571062,0
0.5923431,0.3831347,-0.6532763,0
1.1059303,0.5871259,-1.0001667,0
1.0580776,0.46169505,-0.26675344,0
0.45044005,0.23116441,-0.11595033,0
0.64818454,0.28944388,-0.1500937,0
0.5977185,0.2645916,-0.28467706,0
1.1814191,0.6876063,-0.75878876,0
1.4045303,0.8561246,-1.3256938,0
0.69118524,0.4329771,-0.1767829,0
0.6533749,0.52530044,0.41815305,0
0.93915325,0.7877141,0.3026613,0
1.2212722,0.72966635,-0.9338189,0
0.6241035,0.35536104,-0.0013480186,0
1.0550644,0.5979832,-1.3250952,0
0.70805377,0.46101397,-0.47701022,0
0.8263846,0.37531254,-0.6365214,0
1.0961338,0.67211264,-0.99207485,0
0.6606328,0.32258317,-0.17888537,0
0.46529073,0.23072961,-0.09671527,0
0.46612737,0.23810129,-0.147468,0
0.40873015,0.17401205,0.14120522,0
0.7323641,0.3654143,-0.8043673,0
0.43641,0.18652155,-0.15848672,0
0.37108472,0.17230819,-0.12219037,0
1.3134708,1.1175348,-1.5235319,0
0.62623966,0.27111796,-0.32388452,0
0.52898973,0.2397664,-0.120130986,0
0.7934617,0.50153744,-1.1365806,0
0.5950028,1.0372788,1.6205658,0
1.1882974,0.60834694,-1.1656926,0
0.54493517,0.28770122,-0.16032806,0
0.38457838,0.15823577,-0.24354252,0
1.7254696,1.924103,-3.169369,0
0.641643,0.41528115,-0.6062245,0
1.43108,0.8063091,-1.1264874,0
0.6558839,0.38644263,-1.0135725,0
0.73573273,0.37857738,-0.48709843,0
0.7775248,0.37806025,-0.155101,0
0.41055217,0.19002321,-0.04382983,0
0.4389036,0.24760309,-0.24871755,0
0.72500336,0.32109976,-0.43276748,0
0.48700765,0.19113521,0.006707728,0
0.53449583,0.23785354,-0.07597464,0
0.44086176,0.4969179,0.26044685,0
1.2000338,0.7604387,-0.60256195,0
0.7505567,0.44494972,-0.32436448,0
0.5613141,0.21546121,-0.17716095,0
0.98261243,0.55561477,-0.20101833,0
0.41036904,0.15172204,-0.14425626,0
0.6427564,0.45012358,-0.7582621,0
0.59187543,0.34554574,-0.75404507,0
0.4107487,0.23877922,-0.22135937,0
1.3107816,0.83281523,-1.8348551,0
0.76956433,0.46419194,-0.41677028,0
0.68763,0.39425513,-0.33829156,0
0.39399052,0.2609071,0.26238677,0
0.61402,0.3073951,-0.68535686,0
0.52463233,0.26703447,-0.175686,0
0.37555793,0.16446796,-0.1040349,0
1.1586539,0.610469,-0.16894794,0
0.44024968,0.22449823,-0.015827477,0
0.39498085,0.17137314,-0.026224107,0
0.7225089,0.46916693,-0.06207192,0
0.5252219,0.29231492,-0.37575853,0
0.5817859,0.24855542,-0.4061633,0
0.6894713,0.35480255,-0.06494972,0
0.970578,0.5649265,-0.84674406,0
0.66822714,0.36287776,-0.37012798,0
0.8671702,0.50039387,-1.2588186,0
0.7733724,0.36187664,-0.439074,0
1.164645,0.581499,0.32189548,0
1.4574028,1.2869536,-2.1524177,0
0.49302313,0.2611108,-0.23318684,0
0.6254551,0.30780149,-0.26737297,0
0.56363523,0.4292039,-0.3531298,0
0.418268,0.16419505,-0.11774433,0
0.66044456,0.28996092,0.07335544,0
0.5897224,0.22983263,-0.07727623,0
0.651091,1.0598283,1.8395276,0
0.46637177,0.1997324,-0.20230672,0
0.6631068,0.32821432,-0.19927037,0
0.801409,0.48432526,-0.4072227,0
0.88819945,0.4715394,-0.81042534,0
0.395681,0.15284568,-0.14837167,0
0.5496904,0.3224875,-0.88724387,0
1.0148977,0.71441585,-0.56860286,0
0.34397757,0.1602039,-0.06925976,0
0.5916902,0.31128284,-0.16502431,0
0.63482755,0.4483034,-0.79660404,0
0.746577,0.30314273,-0.105347395,0
1.027211,0.72054434,-1.5344231,0
0.5633946,0.27708974,-0.22960833,0
1.365323,0.8142582,-0.8128743,0
0.7115859,0.4040486,-0.43730605,0
1.0471882,0.5507243,-0.53887886,0
0.7226459,0.42419037,-0.20257089,0
0.71221685,0.34440076,-0.52473557,0
0.46707076,0.25311407,0.17745867,0
0.9642003,0.53390276,-0.6103942,0
0.64416105,0.38271675,-0.98314166,0
0.8364122,0.45915863,-0.36240247,0
0.797274,0.43508402,-0.14011732,0
0.5095463,0.28855848,-0.5752679,0
0.73903364,0.31297502,-0.07294804,0
0.6453686,0.27320924,-0.29966795,0
1.6480438,1.2195781,-1.1377219,0
0.8356487,0.4166587,-0.645475,0
0.44499207,0.2000766,-0.22098878,0
0.73486185,0.30469105,-0.36497,0
1.0799549,0.8387532,-1.5790758,0
0.45544684,0.2015851,-0.104935676,0
0.551722,0.40131086,-0.39456445,0
0.6147284,0.34608942,-0.35329717,0
0.55519307,0.29303586,-0.023773313,0
1.1058258,0.5858356,-0.6704546,0
1.0618339,0.48873302,-0.71322185,0
1.2441094,0.7007844,-0.9580449,0
0.47905895,0.27580804,-0.16838694,0
0.7239534,0.48772806,-0.19162548,0
1.1553377,0.60213333,-0.61928195,0
0.32874265,0.16127363,0.11493257,0
1.0719995,0.56954116,-1.2995257,0
0.98571485,0.50875676,-0.9161718,0
0.7029083,0.3268426,-0.30263522,0
1.2761664,2.283123,3.451018,0
0.8639715,0.50638103,-0.19353428,0
1.0347247,0.5839455,-0.7992064,0
0.6190376,0.2722215,-0.4809866,0
0.8602394,0.44870389,-0.57948405,0
0.6677068,0.31445122,-0.17124313,0
0.8495065,0.36975145,-0.48210704,0
0.74043053,0.43053594,-0.42262614,0
0.6874757,0.28575256,-0.1923421,0
0.5398489,0.33684766,-0.44939137,0
0.657046,0.33212793,0.3170216,0
1.1209916,0.7906394,-1.1611842,0
1.5727861,0.85293764,-0.86624587,0
0.37218586,0.1531564,-0.097975045,0
0.5124653,0.24943918,-0.1695258,0
0.96568775,0.7411143,-1.1631233,0
0.60924184,0.26403973,-0.15653259,0
0.4217981,0.23135674,-0.20191059,0
0.5793061,0.32244712,-0.2782748,0
0.72722113,0.43123186,-0.55086726,0
0.91602725,0.5882265,-1.0273008,0
0.58382994,0.29120943,-0.5260917,0
0.5581733,0.23741154,-0.22012547,0
0.7736664,0.44954017,-0.43625867,0
1.1728731,0.6515105,-0.9107573,0
0.5747544,0.24169841,-0.4210934,0
0.5047771,0.24968274,-0.16718042,0
0.46253794,0.2968437,0.009599984,0
0.7726802,0.39584205,-0.554905,0
0.5473096,0.3214258,0.010611653,0
0.48803818,0.19883841,-0.08405155,0
0.383752,0.19017856,0.07439628,0
0.7767736,0.51321083,-0.14522362,0
0.43595648,0.27381003,-0.29173392,0
0.78858215,0.37133121,-0.17596918,0
0.7081025,0.37878624,0.031646967,0
0.58708626,0.28816366,-0.34104097,0
1.0078001,0.6175963,-0.57272136,0
0.8923786,0.71997535,-0.57244515,0
0.9629168,0.4192281,-0.5427855,0
1.1019187,0.61887383,-0.94706225,0
0.3316982,0.28439718,0.16975051,0
1.1714351,0.91025525,-1.1785951,0
0.6773423,0.29772386,-0.14861679,0
0.77577496,0.7939102,0.91067487,0
0.4489248,0.19051613,-0.2040478,0
0.4909051,0.22688738,0.020883918,0
0.50767154,0.28649798,-0.33532998,0
0.603901,0.30978873,-0.13110489,0
0.4901301,0.29318678,-0.08508241,0
0.42046764,0.23427682,0.27986687,0
1.3037121,1.2165512,-0.9122154,0
0.74487156,0.33183774,-0.23927128,0
0.5783393,0.27312836,-0.332743,0
0.7513988,0.32548353,-0.30903047,0
0.3923267,0.21192017,-0.051932275,0
0.77099127,0.47227907,0.027113378,0
0.8575743,0.475084,-0.82996094,0
0.5504847,0.27898315,-0.41173685,0
0.4969386,0.20457476,-0.18233755,0
0.5098718,0.32088268,-0.4759168,0
1.1190443,0.5537203,-1.2290719,0
0.7721907,0.3692018,-0.17426735,0
0.5833367,0.53910553,-0.3753073,0
0.6800813,0.41612485,-0.88667005,0
1.2196361,0.7601312,-0.6591362,0
0.5967105,0.28627092,-0.3894968,0
0.62560946,0.28571126,-0.4222284,0
0.8698546,0.43698627,-0.6208622,0
1.2358775,0.9807733,-0.94142395,0
0.49519333,0.19566683,-0.25018346,0
1.3872342,1.1794186,-0.15696728,0
0.5214278,0.24542353,0.22334528,0
0.6990079,0.33415186,-0.061772764,0
0.99274117,0.56867266,-0.6670518,0
1.0104644,0.5208879,-0.9184856,0
1.1511171,0.67067766,-0.6118158,0
0.6590506,0.5093878,-0.671935,0
0.5870661,0.3239327,-0.19161233,0
0.41645706,0.16922894,-0.074854255,0
0.79917264,0.36651957,-0.5475578,0
0.6584932,0.5476663,0.61906993,0
0.6402472,0.35804316,-0.28933698,0
0.6249097,0.34592834,-0.3253322,0
0.4445164,0.21593384,-0.100737035,0
0.8023063,0.5048758,-0.64950174,0
0.49919394,0.2010748,-0.23400974,0
0.8615153,1.2522581,1.3175226,0
0.47307312,0.25699842,-0.27770752,0
1.4058571,0.930611,-1.0106695,0
1.2408544,0.7926037,-0.9753486,0
0.98713064,0.60133266,-1.0002177,0
0.7951092,0.40976053,-0.3247502,0
0.7789354,0.4519278,-0.3147744,0
0.8848935,0.47671226,-1.2653211,0
1.4388791,0.74290454,-1.2977575,0
1.6693362,1.0367177,-2.304368,0
1.31783,0.651039,-1.2558022,0
1.2627339,0.7202468,-1.3971745,0
0.7213945,0.33961412,-0.4014699,0
0.47000992,0.26218712,-0.13253954,0
0.4760188,0.232228,-0.22466642,0
0.54134065,0.27971607,-0.37841484,0
0.9273611,0.52456367,-1.0165479,0
0.5547151,0.22085482,-0.29173613,0
0.5198076,0.26793733,-0.15869793,0
0.9988144,0.50867856,-0.36766833,0
0.5631175,0.28955925,-0.3936506,0
0.44994086,0.20080706,-0.21158275,0
0.49513194,0.23924293,-0.24434385,0
0.6921465,0.45089316,-0.71003675,0
0.97294384,0.5263577,-0.72886074,0
0.59971887,0.38071522,-0.4946641,0
1.2828473,0.6445586,-0.13754773,0
0.55651504,0.48351172,-0.068175346,0
0.36977178,0.17495081,0.03558618,0
0.76871574,0.40125895,-0.75436,0
0.47637147,0.20424978,-0.0785847,0
0.614252,0.36852354,-0.3794687,0
0.5924466,0.33035028,-0.42484704,0
0.86796623,0.4380165,-0.8898922,0
1.4951102,0.85388607,-1.428127,0
0.50829357,0.2956967,-0.14344895,0
0.5790688,0.377045,-0.12458086,0
0.51399404,0.20717627,0.26597193,0
0.4289297,0.19791356,-0.13341984,0
0.38525334,0.19128504,0.296958,0
1.4602983,0.8233102,-0.76207995,0
0.65409124,0.321527,-0.1470772,0
0.8332577,0.51886994,-0.45175037,0
0.528673,0.25882563,-0.2212412,0
1.3573204,0.76380914,-0.7685611,0
0.5402042,0.24891818,-0.16641957,0
0.33326054,0.18464957,0.10557279,0
0.5451748,0.26527426,0.093119025,0
0.8465243,0.39815426,-0.3692022,0
0.59315634,0.28239274,-0.49552968,0
0.5292119,0.21190494,0.19175932,0
0.45970047,0.23803766,-0.38251773,0
1.4997154,1.1106607,-1.2730714,0
0.34296656,0.17451826,-0.17943719,0
0.49570358,0.24453479,0.0062235594,0
1.267446,2.1393633,2.8170133,0
0.35079756,0.32242596,-0.20119408,0
0.5341467,0.29994807,0.32515973,0
0.84315544,0.525176,-0.16865945,0
0.97793365,0.58495706,0.10139394,0
0.83993953,0.3207073,-0.34226692,0
0.73342204,0.53103703,-0.256515,0
1.0101882,1.337094,1.5535917,0
1.0608275,0.6286407,-0.60755265,0
1.8288934,1.6483377,-0.90408087,0
0.479364,0.23770969,0.19975549,0
1.5607201,0.8363886,-0.7738816,0
0.6245104,0.37573043,-0.1340943,0
0.644502,0.27750462,-0.14014626,0
0.45802033,0.22448972,-0.51340306,0
0.56335676,0.2671915,-0.39524812,0
1.3523786,0.75412995,-0.46013254,0
0.4891053,0.22366883,0.13920116,0
0.879629,0.5985274,-0.068362296,0
1.285191,1.0574688,-0.2998547,0
0.5615031,0.32121596,-0.5327853,0
0.47812918,0.4093509,0.43842927,0
0.54693466,0.35280165,-0.25909877,0
1.1548327,0.79980814,-0.35976106,0
0.6856547,0.30601972,-0.21046624,0
0.75069076,0.41794187,-0.4691102,0
1.2963496,0.77695185,-0.9128338,0
0.93825305,0.5480209,-0.7416884,0
0.88028514,0.49799612,-0.256386,0
0.64197594,0.27447757,-0.39779618,0
0.38003856,0.16459455,-0.22261277,0
1.4295706,1.0201049,-2.079333,0
0.4148515,0.19489443,-0.01290378,0
0.6259885,0.29562926,-0.05528176,0
0.79870594,0.41435146,-0.8014376,0
0.46672812,0.23432937,-0.090483636,0
0.71361756,0.45536727,-0.23278219,0
0.6899562,0.41829652,-1.0141733,0
0.71750313,0.40979308,-0.61344683,0
0.4439305,0.20346035,-0.022503138,0
0.93432456,0.51635325,-0.901235,0
0.5034588,0.22879122,-0.100069374,0
0.571378,0.32362252,0.040280044,0
0.62153316,0.24990147,-0.21912614,0
0.71148837,0.37450522,-0.46101213,0
0.6660409,0.46456397,-0.7043139,0
0.5690111,0.2754329,-0.09843141,0
0.8600045,0.4372958,-0.6207236,0
0.99473315,0.6585668,-0.8683966,0
0.41485426,0.21161903,0.08553538,0
0.3951768,0.25073493,-0.09560081,0
0.7350996,0.33005515,-0.47854373,0
0.49163014,0.22304673,-0.08313584,0
0.6073479,0.32216015,-0.49382243,0
0.8196579,0.4113724,-0.16403627,0
0.5734445,0.28224158,-0.10943264,0
0.45790532,0.21630731,-0.13868034,0
0.8702057,0.6668573,0.37925678,0
1.2142383,0.63205445,-1.6334201,0
0.76604944,0.38118947,-0.44610697,0
0.7090201,0.36144596,-0.45053437,0
0.9399466,0.513237,-0.3980251,0
0.91553444,0.48547292,-0.582716,0
1.2747632,0.8284484,-1.325293,0
0.36599445,0.17054088,-0.06391737,0
0.6877399,0.31821904,0.08526003,0
0.36538434,0.17162074,-0.053148866,0
0.46236584,0.19235472,-0.3430367,0
0.53410596,0.20984568,0.1818384,0
0.498249,0.28829685,-0.5087603,0
0.78953826,0.32872522,-0.5270831,0
1.0173004,0.8575518,-2.0534062,0
0.54011536,0.2761271,-0.2813462,0
0.70887804,0.35557908,-0.7293354,0
1.5136119,1.0843732,-0.62351316,0
0.8990175,0.6015532,-0.59776586,0
0.4549916,0.22410056,-0.27318966,0
0.542402,0.3228324,-0.41214684,0
0.43557617,0.23443185,-0.061730623,0
0.6155366,0.32470068,-0.031186402,0
0.6414304,0.31856132,-0.6822951,0
0.8141874,0.41925463,-0.49778593,0
0.6104582,0.25655204,-0.093052566,0
0.6118589,0.299787,0.0008137822,0
0.36812225,0.15084521,-0.040059924,0
0.3981089,0.22132054,-0.37523985,0
0.51568943,0.25105667,-0.029561281,0
0.6965632,0.3490204,-0.57975185,0
0.5600503,0.29579252,-0.24268404,0
0.9485268,0.5598123,-0.31760567,0
0.63878363,0.36243546,-0.38205773,0
1.1926873,0.6029016,-0.7487611,0
0.6379544,0.31742093,-0.22153354,0
0.480268,0.2295576,0.064715,0
0.8018228,0.51480675,-1.3124636,0
1.0413291,0.5314785,-0.49918094,0
0.52687794,0.2954029,-0.34587744,0
0.53142625,0.291305,0.10099715,0
0.38295764,0.15245949,-0.20085335,0
0.5502769,0.28381735,-0.2922171,0
0.6979964,0.3807252,-0.15976876,0
0.80562043,0.40719876,0.10194647,0
0.88382363,0.7989187,-0.35105646,0
0.82363003,0.4753476,-0.44751638,0
0.45434815,0.2611362,-0.22961736,0
0.7485136,0.40411815,-0.5590698,0
0.48494765,0.18624783,-0.089624226,0
0.49383676,0.25751567,-0.32752573,0
0.59306204,0.24358977,0.07551131,0
0.706903,0.36415747,-0.29408425,0
1.0076569,0.6169313,-0.8973218,0
0.8131602,0.36535832,-0.73402166,0
0.66694045,0.29540926,-0.06748408,0
0.73172694,0.5057547,-1.3656306,0
0.52481085,0.22646274,-0.13471016,0
0.9246694,0.479931,-0.41322368,0
0.64204025,0.4019722,0.23365426,0
0.5819717,0.29376954,-0.3049087,0
0.38974318,0.22164887,-0.17510301,0
0.79157156,0.5302611,-1.1926731,0
0.5970892,0.36678505,-0.1896418,0
0.90632975,0.43297675,-0.80853236,0
1.3431985,1.3300714,-1.8410456,0
0.47499004,0.16857278,-0.18278095,0
0.84365714,0.43599778,-0.6387485,0
0.6102986,0.33654058,-0.3379789,0
1.1125416,0.6230501,-1.1310481,0
0.6560745,0.30297494,-0.22701204,0
0.6933392,0.3455689,-0.4220814,0
0.73691505,0.33833015,-0.6102584,0
0.86783427,0.6456718,0.6085716,0
0.7297663,0.37266034,-0.30695134,0
0.48302943,0.21811838,-0.5612993,0
0.45172682,0.19042192,-0.037649572,0
0.99119234,0.54089594,-0.8395168,0
0.8675376,0.42848176,-0.60840225,0
0.6803149,0.36208966,-0.11957061,0
1.3636367,0.7277781,-1.3525546,0
0.5230139,0.21682413,-0.060415983,0
0.90039796,0.6816221,-1.4355943,0
0.7467654,0.45421883,-0.43080807,0
0.9237317,0.7120896,-0.50807285,0
0.5871615,0.3537264,-0.44020393,0
0.8075313,0.39044508,-0.5870301,0
0.773575,0.46442237,-0.43469018,0
1.450187,1.1932188,-1.5696638,0
0.65663236,0.36967266,-0.3219915,0
0.70666134,0.46159384,-0.41727912,0
0.601363,0.23912798,-0.07509652,0
0.7417063,0.33468744,-0.3235553,0
0.35622343,0.16218089,-0.075018436,0
0.688133,0.41657752,-0.53965306,0
0.6309832,0.29616502,-0.48560533,0
1.4950293,1.5803137,-1.6650047,0
0.3004129,0.19012761,-0.18679929,0
0.4711683,0.32599184,-0.11788896,0
0.40345022,0.22966981,-0.36263162,0
0.77882916,0.31607127,-0.45747375,0
0.8616389,0.366514,-0.4949281,0
0.40650913,0.19122374,-0.023981035,0
1.7508976,1.2658588,-1.8848679,0
0.43505478,0.24996315,-0.13151902,0
0.524042,0.28135857,-0.09042978,0
1.7031479,1.0287782,-1.2443085,0
1.1708332,0.6508943,-0.9884841,0
0.70167696,0.44490802,-0.3755946,0
0.90701425,0.54016876,-1.3141115,0
0.42637104,0.18531884,-0.031395793,0
0.63187635,0.31001487,-0.45160276,0
0.4184886,0.16997752,-0.21794611,0
2.0027802,1.3776288,-3.2787294,0
0.41983777,0.17971422,-0.123199046,0
2.2325995,2.0290647,-1.4412985,0
0.85204744,0.42533636,-0.110591054,0
0.4774907,0.20028643,-0.2586863,0
0.8779344,0.5512677,-0.64956224,0
0.6761987,0.32168964,-0.44143432,0
0.7888312,0.40015718,-0.34196007,0
1.428786,0.8409072,-1.1573923,0
0.4972995,0.26223153,-0.52409005,0
1.3842586,0.8188736,-1.1233537,0
0.5225148,0.28968638,-0.29114103,0
0.5444022,0.5145539,-0.38419443,0
0.49335662,0.28630257,-0.34362414,0
0.41164204,0.295017,-0.38227588,0
0.5924799,0.30270198,-0.16271669,0
0.51879656,0.26185423,-0.09060037,0
1.024051,0.55072856,-0.8659823,0
0.7729558,0.4085399,-0.3052731,0
0.42119184,0.17649943,-0.12497255,0
0.37184477,0.29202074,0.2911793,0
0.9308781,0.44374654,-0.29076946,0
0.72933483,0.38705024,-0.49021536,0
0.86011386,0.34981093,-0.508561,0
0.9883767,0.3933282,-0.50431275,0
0.32663652,0.19458891,0.014898092,0
0.728528,0.34359083,-0.27003974,0
0.7452974,0.44508135,-1.0574718,0
1.5370888,0.80772346,-1.2594851,0
0.509559,0.21978867,-0.39661106,0
0.55657816,0.22488451,-0.10957268,0
1.3425856,0.9615042,-2.3228798,0
0.9516443,0.5466111,-1.0967209,0
0.53206825,0.3288173,-0.43550685,0
1.289464,0.8376933,-0.8051269,0
0.55307996,0.23321532,-0.29791942,0
1.700455,0.9044032,-0.13040042,0
0.4298049,0.30496043,-0.26683894,0
0.43345878,0.21437871,-0.27446422,0
0.4425208,0.26297176,-0.4931897,0
0.87550366,0.53504,-0.30680746,0
0.5882871,0.323325,-0.51814824,0
0.5160202,0.26389012,-0.5277477,0
0.6038524,0.26608357,-0.2500076,0
0.5950793,0.2784409,-0.2796264,0
1.0172957,0.5449012,-0.4643179,0
0.6865263,0.32633373,-0.1450299,0
0.31219336,0.18281274,0.13887155,0
0.5482835,0.26842883,-0.20376462,0
0.50457,0.21146813,-0.030097783,0
1.1533467,0.796984,-1.336599,0
0.48667175,0.26158053,0.26600006,0
0.6621183,0.29247284,-0.39908856,0
0.6815357,0.45688412,-0.76999223,0
0.5844982,0.33233598,-0.6446061,0
0.81791806,0.51035273,-0.8737521,0
0.47074392,0.21653654,0.15389827,0
0.91367614,0.5503573,-0.8923364,0
1.7641453,0.9348783,-1.943888,0
0.7588243,0.33249605,-0.44864997,0
0.65092266,0.33131433,-0.478396,0
0.97976685,0.4576121,-0.68485993,0
0.7188998,0.3400266,-0.3568008,0
0.50374895,0.26632917,-0.3282547,0
0.6170161,0.3348067,-0.23568073,0
0.37281576,0.18888243,0.12483284,0
0.48136404,0.3182301,-0.15227193,0
0.9610327,0.55847484,-0.4487921,0
0.9335964,0.54224586,-0.54988563,0
0.69209963,0.51264024,-0.042176247,0
0.4190581,0.23318814,-0.23995191,0
0.8455837,0.58289003,-0.36426324,0
0.5184555,0.7177917,1.2279963,0
0.8316312,0.46315825,-0.6109911,0
0.573244,0.32931674,-0.16811699,0
0.791585,0.5313125,-0.38799024,0
0.45868784,0.3201761,0.034053892,0
0.6943376,0.32973045,-0.39026037,0
0.75719935,0.45648915,-0.18247774,0
0.61080223,0.27280682,-0.070640385,0
0.6146364,0.26111168,-0.010702282,0
1.0915614,0.48132774,-0.8189671,0
0.5180813,0.24646936,-0.1333608,0
0.6622895,0.38894957,-0.31296268,0
0.42795613,0.22519265,0.15374133,0
0.5625111,0.2510515,-0.0868777,0
0.96723723,0.4606824,-0.51403314,0
1.017298,0.5093596,-0.46275884,0
0.6545711,0.36722764,-0.16732007,0
0.5908614,0.31155452,-0.25180912,0
0.79788536,0.5265261,-0.63099456,0
0.88393563,0.52085763,-0.6036556,0
0.95657074,0.5001499,-0.5089266,0
0.86383504,0.53550667,-0.5482465,0
1.9093055,1.0755733,-1.5207865,0
0.5345062,0.3387455,-0.07630545,0
0.77079815,0.4839706,-1.113723,0
0.8378416,0.46660456,-0.6222567,0
0.92439526,0.55303353,-0.64473224,0
0.96949524,0.64221185,-1.0863445,0
0.6980391,0.5083588,-0.6997347,0
0.7493913,0.3663429,-0.39733088,0
0.33361223,0.20425345,-0.11740422,0
0.7494662,0.3779025,-0.32876465,0
0.64563817,0.30090058,-0.30390787,0
0.6615648,0.31211412,-0.21141794,0
0.8959555,0.38045973,-0.46104127,0
0.52019596,0.24470513,-0.41703582,0
0.4677512,0.20378596,-0.10553631,0
